src,dst,proto,len
4.153.129.168,192.168.1.19,6,60
192.168.1.19,4.153.129.168,6,54
23.206.173.137,192.168.1.19,17,161
23.206.173.137,192.168.1.19,17,137
142.250.206.78,192.168.1.19,17,957
172.217.24.206,192.168.1.19,17,955
192.168.1.19,172.217.24.206,17,1292
192.168.1.19,172.217.24.206,17,1292
192.168.1.19,172.217.24.206,17,124
192.168.1.19,140.82.114.26,6,55
172.217.24.206,192.168.1.19,17,964
172.217.24.206,192.168.1.19,17,82
172.217.24.206,192.168.1.19,17,964
192.168.1.19,172.217.24.206,17,1292
192.168.1.19,172.217.24.206,17,1292
172.217.24.206,192.168.1.19,17,964
192.168.1.19,172.217.24.206,17,1292
172.217.24.206,192.168.1.19,17,1292
172.217.24.206,192.168.1.19,17,1292
172.217.24.206,192.168.1.19,17,1292
172.217.24.206,192.168.1.19,17,1292
172.217.24.206,192.168.1.19,17,353
172.217.24.206,192.168.1.19,17,672
192.168.1.19,172.217.24.206,17,1292
192.168.1.19,172.217.24.206,17,115
192.168.1.19,172.217.24.206,17,73
192.168.1.19,172.217.24.206,17,1195
172.217.24.206,192.168.1.19,17,163
172.217.24.206,192.168.1.19,17,964
172.217.24.206,192.168.1.19,17,70
192.168.1.19,172.217.24.206,17,122
172.217.24.206,192.168.1.19,17,66
172.217.24.206,192.168.1.19,17,747
172.217.24.206,192.168.1.19,17,964
172.217.24.206,192.168.1.19,17,289
192.168.1.19,172.217.24.206,17,77
172.217.24.206,192.168.1.19,17,66
172.217.24.206,192.168.1.19,17,964
172.217.24.206,192.168.1.19,17,964
140.82.114.26,192.168.1.19,6,66
140.82.113.21,192.168.1.19,6,78
140.82.113.21,192.168.1.19,6,60
192.168.1.19,140.82.113.21,6,54
192.168.1.19,172.217.24.206,17,675
172.217.24.206,192.168.1.19,17,70
192.168.1.19,172.217.24.206,17,74
172.217.24.206,192.168.1.19,17,520
172.217.24.206,192.168.1.19,17,181
192.168.1.19,172.217.24.206,17,77
172.217.24.206,192.168.1.19,17,66
172.217.24.206,192.168.1.19,17,964
192.168.1.19,142.250.193.164,17,71
142.250.193.164,192.168.1.19,17,66
172.217.24.206,192.168.1.19,17,964
192.168.1.9,224.0.0.251,17,82
172.217.24.206,192.168.1.19,17,964
142.250.206.78,192.168.1.19,17,957
172.217.24.206,192.168.1.19,17,964
172.217.24.206,192.168.1.19,17,955
172.217.24.206,192.168.1.19,17,267
142.250.206.78,192.168.1.19,17,267
192.168.1.5,224.0.0.251,17,365
192.168.1.5,224.0.0.251,17,86
192.168.1.5,224.0.0.251,17,86
192.168.1.19,142.250.193.164,17,71
142.250.193.164,192.168.1.19,17,66
192.168.1.5,224.0.0.251,17,86
192.168.1.5,224.0.0.251,17,429
192.168.1.5,224.0.0.251,17,372
140.82.114.26,192.168.1.19,6,80
192.168.1.19,140.82.114.26,6,84
192.168.1.19,142.250.193.164,17,71
142.250.193.164,192.168.1.19,17,66
140.82.114.26,192.168.1.19,6,60
192.168.1.19,142.250.193.164,17,71
192.168.1.19,172.217.24.206,17,660
192.168.1.19,142.250.193.164,17,71
142.250.193.164,192.168.1.19,17,65
172.217.24.206,192.168.1.19,17,70
192.168.1.19,172.217.24.206,17,74
172.217.24.206,192.168.1.19,17,242
172.217.24.206,192.168.1.19,17,203
192.168.1.19,172.217.24.206,17,77
172.217.24.206,192.168.1.19,17,66
192.168.1.20,255.255.255.255,17,177
192.168.1.20,192.168.1.255,17,177
192.168.1.9,224.0.0.251,17,82
172.217.24.206,192.168.1.19,17,964
192.168.1.19,142.250.193.164,17,71
142.250.193.164,192.168.1.19,17,66
172.217.24.206,192.168.1.19,17,267
192.168.1.19,140.82.113.21,6,55
192.168.1.19,8.8.8.8,17,80
192.168.1.19,8.8.8.8,17,77
192.168.1.19,4.2.2.2,17,80
8.8.8.8,192.168.1.19,17,93
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,1292
4.2.2.2,192.168.1.19,17,155
192.168.1.19,4.153.129.168,6,54
192.168.1.19,4.153.129.168,6,54
192.168.1.19,140.82.113.21,6,54
192.168.1.19,142.250.66.3,17,1292
142.250.66.3,192.168.1.19,17,366
142.250.66.3,192.168.1.19,17,366
142.250.66.3,192.168.1.19,17,82
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,1292
142.250.66.3,192.168.1.19,17,366
192.168.1.19,142.250.66.3,17,79
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,81
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1272
192.168.1.19,142.250.66.3,17,209
192.168.1.19,142.250.66.3,17,1288
192.168.1.19,142.250.66.3,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,151
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,212
142.250.66.3,192.168.1.19,17,990
142.250.66.3,192.168.1.19,17,163
192.168.1.19,142.250.66.3,17,75
192.168.1.19,142.250.66.3,17,75
142.250.66.3,192.168.1.19,17,69
192.168.1.19,142.250.66.3,17,73
142.250.66.3,192.168.1.19,17,67
142.250.66.3,192.168.1.19,17,67
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,1292
142.250.66.3,192.168.1.19,17,67
142.250.66.3,192.168.1.19,17,69
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,750
142.250.66.3,192.168.1.19,17,69
142.250.66.3,192.168.1.19,17,71
142.250.66.3,192.168.1.19,17,71
142.250.66.3,192.168.1.19,17,71
142.250.66.3,192.168.1.19,17,71
142.250.66.3,192.168.1.19,17,69
192.168.1.19,142.250.66.3,17,1292
142.250.66.3,192.168.1.19,17,366
142.250.66.3,192.168.1.19,17,69
140.82.113.21,192.168.1.19,6,66
142.250.66.3,192.168.1.19,17,70
8.8.8.8,192.168.1.19,17,155
142.250.66.3,192.168.1.19,17,366
142.250.66.3,192.168.1.19,17,1288
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,690
192.168.1.19,142.250.66.3,17,77
192.168.1.19,142.250.66.3,17,73
192.168.1.19,142.250.66.3,17,73
192.168.1.19,142.250.66.3,17,73
192.168.1.19,142.250.66.3,17,73
142.250.66.3,192.168.1.19,17,1287
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,73
192.168.1.19,142.250.66.3,17,73
192.168.1.19,142.250.66.3,17,73
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,636
192.168.1.19,142.250.66.3,17,73
192.168.1.19,142.250.66.3,17,73
192.168.1.19,8.8.8.8,17,72
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,1292
142.250.66.3,192.168.1.19,17,66
192.168.1.19,4.2.2.2,17,72
8.8.8.8,192.168.1.19,17,104
4.153.129.168,192.168.1.19,6,60
142.250.66.3,192.168.1.19,17,361
142.250.66.3,192.168.1.19,17,361
142.250.66.3,192.168.1.19,17,82
4.2.2.2,192.168.1.19,17,104
142.250.66.3,192.168.1.19,17,361
192.168.1.19,142.250.66.3,17,1292
142.250.66.3,192.168.1.19,17,366
140.82.113.21,192.168.1.19,6,60
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,81
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1256
192.168.1.19,142.250.66.3,17,207
192.168.1.19,142.250.66.3,17,1288
192.168.1.19,142.250.66.3,17,960
142.250.66.3,192.168.1.19,17,361
142.250.66.3,192.168.1.19,17,991
142.250.66.3,192.168.1.19,17,163
192.168.1.19,142.250.66.3,17,74
142.250.66.3,192.168.1.19,17,69
142.250.66.3,192.168.1.19,17,66
192.168.1.19,142.250.66.3,17,73
142.250.66.3,192.168.1.19,17,432
142.250.66.3,192.168.1.19,17,63
192.168.1.19,142.250.66.3,17,77
142.250.66.3,192.168.1.19,17,361
142.250.66.3,192.168.1.19,17,66
142.250.66.3,192.168.1.19,17,361
142.250.66.3,192.168.1.19,17,366
142.250.66.3,192.168.1.19,17,361
192.168.1.19,142.250.193.164,17,71
142.250.66.3,192.168.1.19,17,366
142.250.193.164,192.168.1.19,17,66
142.250.66.3,192.168.1.19,17,361
192.168.1.19,4.213.25.242,6,55
192.168.1.19,142.250.66.3,17,1288
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,1127
142.250.66.3,192.168.1.19,17,69
142.250.66.3,192.168.1.19,17,65
142.250.66.3,192.168.1.19,17,65
142.250.66.3,192.168.1.19,17,65
142.250.66.3,192.168.1.19,17,65
4.213.25.242,192.168.1.19,6,66
142.250.66.3,192.168.1.19,17,66
142.250.66.3,192.168.1.19,17,64
192.168.1.19,142.250.66.3,17,75
142.250.66.3,192.168.1.19,17,122
192.168.1.19,142.250.66.3,17,79
142.250.66.3,192.168.1.19,17,63
192.168.1.19,142.250.66.3,17,75
142.250.66.3,192.168.1.19,17,66
142.250.66.3,192.168.1.19,17,366
142.250.66.3,192.168.1.19,17,361
192.168.1.19,224.0.0.251,17,497
192.168.1.19,224.0.0.251,17,86
192.168.1.19,224.0.0.251,17,86
192.168.1.19,224.0.0.251,17,86
192.168.1.19,224.0.0.251,17,561
192.168.1.19,224.0.0.251,17,504
142.250.66.3,192.168.1.19,17,366
142.250.66.3,192.168.1.19,17,361
192.168.1.8,224.0.0.251,17,211
192.168.1.8,224.0.0.251,17,86
192.168.1.19,142.250.66.3,17,1288
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,290
142.250.66.3,192.168.1.19,17,69
142.250.66.3,192.168.1.19,17,65
142.250.66.3,192.168.1.19,17,65
142.250.66.3,192.168.1.19,17,66
142.250.66.3,192.168.1.19,17,66
142.250.66.3,192.168.1.19,17,66
142.250.66.3,192.168.1.19,17,66
192.168.1.8,224.0.0.251,17,86
142.250.66.3,192.168.1.19,17,67
192.168.1.19,142.250.66.3,17,74
142.250.66.3,192.168.1.19,17,64
192.168.1.19,142.250.66.3,17,76
142.250.66.3,192.168.1.19,17,1288
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,315
192.168.1.19,142.250.66.3,17,80
192.168.1.19,142.250.66.3,17,76
192.168.1.19,142.250.66.3,17,76
192.168.1.19,142.250.66.3,17,76
192.168.1.19,142.250.66.3,17,76
192.168.1.19,142.250.66.3,17,76
192.168.1.19,142.250.66.3,17,76
142.250.66.3,192.168.1.19,17,1287
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,74
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,74
192.168.1.19,142.250.66.3,17,74
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,661
192.168.1.19,142.250.66.3,17,74
142.250.66.3,192.168.1.19,17,317
192.168.1.19,142.250.66.3,17,74
192.168.1.19,142.250.66.3,17,1288
192.168.1.19,142.250.66.3,17,566
142.250.66.3,192.168.1.19,17,69
192.168.1.19,142.250.66.3,17,74
142.250.66.3,192.168.1.19,17,107
142.250.66.3,192.168.1.19,17,63
192.168.1.19,142.250.66.3,17,77
142.250.66.3,192.168.1.19,17,66
192.168.1.8,224.0.0.251,17,86
192.168.1.8,224.0.0.251,17,275
192.168.1.8,224.0.0.251,17,218
192.168.1.19,142.250.193.164,17,71
142.250.193.164,192.168.1.19,17,66
192.168.1.9,224.0.0.251,17,82
142.250.66.3,192.168.1.19,17,366
192.168.1.19,142.250.66.3,17,1288
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,215
142.250.66.3,192.168.1.19,17,71
142.250.66.3,192.168.1.19,17,67
142.250.66.3,192.168.1.19,17,67
142.250.66.3,192.168.1.19,17,67
142.250.66.3,192.168.1.19,17,67
142.250.66.3,192.168.1.19,17,67
192.168.1.19,142.250.66.3,17,75
142.250.66.3,192.168.1.19,17,65
192.168.1.19,142.250.66.3,17,76
192.168.1.13,224.0.0.251,17,453
192.168.1.13,224.0.0.251,17,86
142.250.66.3,192.168.1.19,17,108
192.168.1.19,142.250.66.3,17,80
142.250.66.3,192.168.1.19,17,64
192.168.1.19,142.250.66.3,17,76
142.250.66.3,192.168.1.19,17,68
142.250.66.3,192.168.1.19,17,361
192.168.1.13,224.0.0.251,17,86
192.168.1.13,224.0.0.251,17,86
192.168.1.19,23.206.173.137,6,55
23.206.173.137,192.168.1.19,6,66
192.168.1.19,23.55.244.155,6,55
192.168.1.19,23.55.244.155,6,55
23.55.244.155,192.168.1.19,6,66
23.55.244.155,192.168.1.19,6,66
192.168.1.13,224.0.0.251,17,517
192.168.1.13,224.0.0.251,17,460
192.168.1.19,8.8.8.8,17,72
8.8.8.8,192.168.1.19,17,153
192.168.1.19,4.153.129.168,6,66
4.153.129.168,192.168.1.19,6,66
192.168.1.19,4.153.129.168,6,54
192.168.1.19,4.153.129.168,6,1494
192.168.1.19,4.153.129.168,6,640
4.153.129.168,192.168.1.19,6,60
4.153.129.168,192.168.1.19,6,66
192.168.1.19,142.250.193.164,17,71
192.168.1.19,142.250.193.164,17,71
4.153.129.168,192.168.1.19,6,1514
4.153.129.168,192.168.1.19,6,1514
192.168.1.19,4.153.129.168,6,54
4.153.129.168,192.168.1.19,6,1230
4.153.129.168,192.168.1.19,6,1239
192.168.1.19,4.153.129.168,6,54
192.168.1.19,4.153.129.168,6,147
192.168.1.19,4.153.129.168,6,962
142.250.193.164,192.168.1.19,17,65
4.153.129.168,192.168.1.19,6,328
4.153.129.168,192.168.1.19,6,358
192.168.1.19,4.153.129.168,6,54
142.250.66.3,192.168.1.19,17,366
142.250.66.3,192.168.1.19,17,361
192.168.1.19,4.153.129.168,6,967
4.153.129.168,192.168.1.19,6,358
192.168.1.19,4.153.129.168,6,54
192.168.1.19,142.250.193.164,17,71
142.250.193.164,192.168.1.19,17,66
192.168.1.19,142.250.193.164,17,71
142.250.193.164,192.168.1.19,17,66
192.168.1.19,142.250.193.164,17,71
142.250.193.164,192.168.1.19,17,66
192.168.1.19,8.8.8.8,17,75
192.168.1.19,8.8.8.8,17,85
8.8.8.8,192.168.1.19,17,91
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.250.66.3,17,1292
8.8.8.8,192.168.1.19,17,130
192.168.1.19,142.251.223.1,17,1292
192.168.1.19,142.251.223.1,17,1292
142.250.66.3,192.168.1.19,17,738
142.250.66.3,192.168.1.19,17,82
142.250.66.3,192.168.1.19,17,738
142.251.223.1,192.168.1.19,17,346
192.168.1.19,142.250.66.3,17,1292
142.251.223.1,192.168.1.19,17,82
142.251.223.1,192.168.1.19,17,346
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,1292
192.168.1.19,142.251.223.1,17,1292
142.250.66.3,192.168.1.19,17,738
142.251.223.1,192.168.1.19,17,346
142.251.223.1,192.168.1.19,17,1292
142.251.223.1,192.168.1.19,17,1292
142.251.223.1,192.168.1.19,17,1292
192.168.1.19,142.251.223.1,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1198
192.168.1.19,142.250.66.3,17,82
192.168.1.19,142.250.66.3,17,205
192.168.1.19,142.250.66.3,17,1028
142.250.66.3,192.168.1.19,17,987
142.250.66.3,192.168.1.19,17,163
192.168.1.19,142.250.66.3,17,74
142.250.66.3,192.168.1.19,17,69
142.250.66.3,192.168.1.19,17,1288
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,77
192.168.1.19,142.250.66.3,17,73
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,73
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,73
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,73
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,73
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,73
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,73
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,73
192.168.1.19,142.250.66.3,17,75
192.168.1.19,142.250.66.3,17,75
192.168.1.19,142.250.66.3,17,75
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,75
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,75
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,75
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,75
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,75
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,75
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,75
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,74
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,78
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,73
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,73
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,73
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,73
192.168.1.19,142.250.66.3,17,73
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,73
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,73
142.251.223.1,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,73
142.251.223.1,192.168.1.19,17,1292
142.251.223.1,192.168.1.19,17,977
192.168.1.19,142.251.223.1,17,81
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.251.223.1,17,209
192.168.1.19,142.250.66.3,17,73
192.168.1.19,142.251.223.1,17,963
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,73
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,74
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,74
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,74
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,74
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,74
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,74
192.168.1.19,142.250.66.3,17,75
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,75
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,75
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,79
192.168.1.19,142.250.66.3,17,74
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,74
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,74
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,74
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,74
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,74
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,925
192.168.1.19,142.250.66.3,17,74
142.250.66.3,192.168.1.19,17,1285
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,74
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,74
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,74
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,74
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,74
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.251.223.1,192.168.1.19,17,346
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,75
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,997
142.250.66.3,192.168.1.19,17,1285
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,75
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,75
142.251.223.1,192.168.1.19,17,1007
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.251.223.1,192.168.1.19,17,163
192.168.1.19,142.251.223.1,17,74
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.251.223.1,192.168.1.19,17,69
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,75
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,75
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.251.223.1,192.168.1.19,17,1288
